(001) Приемы;B01.020.001.002;Прием (осмотр, консультация) врача по лечебной физкультуре на дому;0;12500
(001) Приемы;B01.020.005;Прием (осмотр, консультация) врача по лечебной физкультуре повторный;0;4900
(001) Приемы;B01.020.005.001;Прием (осмотр, консультация) врача по лечебной физкультуре повторный;0;4700
(001) Приемы;B01.022.001;Прием (осмотр, консультация) врача мануальной терапии первичный;0;6100
(001) Приемы;B01.022.002;Прием (осмотр, консультация) врача мануальной терапии повторный;0;5800
(001) Приемы;B01.023.001;Прием (осмотр, консультация) врача-невролога первичный;0;5100
(001) Приемы;B01.023.001.002;Прием (осмотр, консультация) врача-невролога (специалиста по когнитивным расстройствам) включая тестирование первичный;0;10200
(001) Приемы;B01.023.001.003;Прием (осмотр, консультация) врача-невролога-алголога первичный, на дому;0;12400
(001) Приемы;B01.023.001.004;Прием (осмотр, консультация) врача-невролога детей первого года жизни первичный;0;7100
(001) Приемы;B01.023.001.005;Прием (осмотр, консультация) логопеда первичный;0;4400
(001) Приемы;B01.023.001.006;Прием (осмотр, консультация) врача-невролога-алголога первичный;0;6100
(001) Приемы;B01.023.001.009;Прием (осмотр, консультация) врача-невролога на дому;0;12500
(001) Приемы;B01.023.002;Прием (осмотр, консультация) врача-невролога повторный;0;4800
(001) Приемы;B01.023.002.001;Прием (осмотр, консультация) врача-невролога-алголога повторный;0;6100
(001) Приемы;B01.023.002.003;Прием (осмотр, консультация) врача-невролога (специалиста по когнитивным расстройствам) включая тестирование повторный;0;5800
(001) Приемы;B01.023.002.004;Прием (осмотр, консультация) врача-невролога детей первого года жизни повторный;0;6500
(001) Приемы;B01.023.002.005;Прием (осмотр, консультация) логопеда повторный;0;4200
(001) Приемы;B01.023.004.001;Прием (осмотр, консультация) врача-невролога диспансерный, на дому;0;12500
(001) Приемы;B01.025.001;Прием (осмотр, консультация) врача-нефролога первичный;0;5200
(001) Приемы;B01.025.002;Прием (осмотр, консультация) врача-нефролога повторный;0;4900
(001) Приемы;B01.026.001;Прием (осмотр, консультация) врача общей практики (семейного врача) первичный;0;9000
(001) Приемы;B01.026.001.001;Прием (осмотр, консультация) врача общей практики (семейного врача) первичный на дому;0;18300
(001) Приемы;B01.026.001.002;Прием специалиста на дому второго и последующих пациентов;0;10500
(001) Приемы;B01.026.001.005;Консультация врача-специалиста с применением телемедицинских технологий;0;2200
(001) Приемы;B01.026.002;Прием (осмотр, консультация) врача общей практики (семейного врача) повторный;0;5100
(001) Приемы;B01.026.002.001;Повторный прием врача в день первичного обращения пациента;0;2500
(001) Приемы;B01.026.002.002;Прием врача специалиста по результатам проведенного обследования (лабораторные и инструментальные методы);0;5600
(001) Приемы;B01.026.002.003;Прием (осмотр, консультация) врача общей практики (семейного врача) повторный на дому;0;15000
(001) Приемы;B01.026.002.005;Констатация факта смерти;0;6600
(001) Приемы;B01.027.001;Прием (осмотр, консультация) врача-онколога первичный;0;6100
(001) Приемы;B01.027.001.001;Прием (осмотр, консультация) врача-онколога на дому;0;12500
(001) Приемы;B01.027.001.002;Прием (осмотр, консультация) врача-онколога-маммолога первичный;0;6100
(001) Приемы;B01.027.001.003;Прием (осмотр, консультация) врача-онколога первичный после ПЭТ-КТ ОМС;0;4700
(001) Приемы;B01.027.001.004;Прием (осмотр, консультация) врача-онколога-дерматолога первичный;0;6100
(001) Приемы;B01.027.002;Прием (осмотр, консультация) врача-онколога повторный;0;5800
(001) Приемы;B01.027.002.001;Прием (осмотр, консультация) врача-онколога-маммолога повторный;0;5800
(001) Приемы;B01.027.002.004;Прием (осмотр, консультация) врача-онколога-дерматолога повторный;0;5800
(001) Приемы;B01.027.004;Второе медицинское мнение врача-онколога;0;4500
(001) Приемы;B01.027.004.001;Онкологический консилиум с участием внешнего консультанта;0;18200
(001) Приемы;B01.027.005;Онкологический консилиум;0;10900
(001) Приемы;B01.028.001;Прием (осмотр, консультация) врача-оториноларинголога первичный;0;6100
(001) Приемы;B01.028.001.002;Прием (осмотр, консультация) врача-оториноларинголога на дому;0;12500
(001) Приемы;B01.028.002;Прием (осмотр, консультация) врача-оториноларинголога повторный;0;5800
(001) Приемы;B01.029.001;Прием (осмотр, консультация) врача-офтальмолога первичный;0;6100
(001) Приемы;B01.029.001.001;Прием (осмотр, консультация) врача-офтальмолога на дому;0;12500
(001) Приемы;B01.029.002;Прием (осмотр, консультация) врача-офтальмолога повторный;0;5800
(001) Приемы;B01.031.001;Прием (осмотр, консультация) врача-педиатра первичный;0;5000
(001) Приемы;B01.031.002;Прием (осмотр, консультация) врача-педиатра повторный;0;4700
(001) Приемы;B01.031.003;Прием (осмотр, консультация) врача-педиатра участкового первичный;0;5400
(001) Приемы;B01.031.003.001;Прием (осмотр, консультация) врача-педиатра участкового первичный  на дому;0;17300
(001) Приемы;B01.031.004;Прием (осмотр, консультация) врача-педиатра участкового повторный;0;4900
(001) Приемы;B01.031.004.001;Прием (осмотр, консультация) врача-педиатра участкового повторный на дому;0;16100
(001) Приемы;B01.033.002.001;Экспертное заключение врача-профпатолога;0;6700
(001) Приемы;B01.034.001;Прием (осмотр, консультация) врача-психотерапевта первичный;0;10200
(001) Приемы;B01.034.002;Прием (осмотр, консультация) врача-психотерапевта повторный;0;9500
(001) Приемы;B01.035.001;Прием (осмотр, консультация) врача-психиатра первичный;0;10200
(001) Приемы;B01.035.002;Прием (осмотр, консультация) врача-психиатра повторный;0;9500
(001) Приемы;B01.037.001;Прием (осмотр, консультация) врача-пульмонолога первичный;0;5200
(001) Приемы;B01.037.001.001;Прием (осмотр, консультация) врача-пульмонолога на дому;0;11600
(001) Приемы;B01.037.001.002;Прием (осмотр, консультация) сомнолога первичный;0;5900
(001) Приемы;B01.037.002;Прием (осмотр, консультация) врача-пульмонолога повторный;0;4900
(001) Приемы;B01.037.002.001;Прием (осмотр, консультация) сомнолога повторный;0;5500
(001) Приемы;B01.038.003;Осмотр (консультация) врачом-радиотерапевтом первичный;0;6400
(001) Приемы;B01.038.004;Осмотр (консультация) врачом-радиотерапевтом повторный;0;6400
(001) Приемы;B01.040.001;Прием (осмотр, консультация) врача-ревматолога первичный;0;5200
(001) Приемы;B01.040.002;Прием (осмотр, консультация) врача-ревматолога повторный;0;4900
(001) Приемы;B01.040.003;Диспансерный прием (осмотр, консультация) врача-ревматолога;0;3200
(001) Приемы;B01.041.001;Прием (осмотр, консультация) врача-рефлексотерапевта первичный;0;5200
(001) Приемы;B01.041.002;Прием (осмотр, консультация) врача-рефлексотерапевта повторный;0;4900
(001) Приемы;B01.042.001;Прием (осмотр, консультация) врача-сексолога первичный;0;10200
(001) Приемы;B01.042.002;Прием (осмотр, консультация) врача-сексолога повторный;0;9500
(001) Приемы;B01.043.001;Прием (осмотр, консультация) врача-сердечно-сосудистого хирурга первичный;0;5900
(001) Приемы;B01.043.002;Прием (осмотр, консультация) врача-сердечно-сосудистого хирурга повторный;0;5500
(001) Приемы;B01.046.001;Прием (осмотр, консультация) врача сурдолога-оториноларинголога первичный;0;6100
(001) Приемы;B01.046.002;Прием (осмотр, консультация) врача сурдолога-оториноларинголога повторный;0;5800
(001) Приемы;B01.046.003;Прием (осмотр, консультация) врача-сурдолога-протезиста первичный;0;5900
(001) Приемы;B01.046.004;Прием (осмотр, консультация) врача-сурдолога-протезиста повторный;0;5500
(001) Приемы;B01.047.005;Прием (осмотр, консультация) врача-терапевта участкового первичный;0;5200
(001) Приемы;B01.047.005.001;Прием (осмотр, консультация) врача-терапевта участкового первичный на дому;0;12500
(001) Приемы;B01.047.006;Прием (осмотр, консультация) врача-терапевта участкового повторный;0;4900
(001) Приемы;B01.047.006.001;Прием (осмотр, консультация) врача-терапевта участкового повторный на дому;0;11600
(001) Приемы;B01.047.014;Прием (осмотр, консультация) врача-терапевта контактного больного из очага инфекции на дому;0;8700
(001) Приемы;B01.050.001;Прием (осмотр, консультация) врача-травматолога-ортопеда первичный;0;6100
(001) Приемы;B01.050.001.003;Прием (осмотр, консультация) врача-травматолога-ортопеда первичный на дому;0;12500
(001) Приемы;B01.050.002;Прием (осмотр, консультация) врача-травматолога-ортопеда повторный;0;5800
(001) Приемы;B01.050.002.001;Прием (осмотр, консультация) врача-травматолога-ортопеда повторный на дому;0;11700
(001) Приемы;B01.053.001;Прием (осмотр, консультация) врача-уролога первичный;0;6100
(001) Приемы;B01.053.001.001;Прием (осмотр, консультация) врача-уролога на дому;0;12500
(001) Приемы;B01.053.002;Прием (осмотр, консультация) врача-уролога повторный;0;5800
(001) Приемы;B01.053.006;Прием (осмотр, консультация) врача-уролога-андролога первичный;0;9700
(001) Приемы;B01.054.001.001;Осмотр (консультация) врача-физиотерапевта первичный;0;5200
(001) Приемы;B01.054.001.002;Осмотр (консультация) врача-физиотерапевта повторный;0;4500
(001) Приемы;B01.057.001;Прием (осмотр, консультация) врача-хирурга первичный;0;6100
(001) Приемы;B01.057.001.001;Прием (осмотр, консультация) врача-хирурга на дому;0;12500
(001) Приемы;B01.057.002;Прием (осмотр, консультация) врача-хирурга повторный;0;5800
(001) Приемы;B01.057.003;Прием (осмотр, консультация) врача-пластического хирурга первичный;0;5900
(001) Приемы;B01.057.004;Прием (осмотр, консультация) врача-пластического хирурга повторный;0;5500
(001) Приемы;B01.057.007;Прием (осмотр, консультация) врача-бариатрического-хирурга первичный;0;6100
(001) Приемы;B01.058.001;Прием (осмотр, консультация) врача-эндокринолога первичный;0;5200
(001) Приемы;B01.058.001.001;Прием (осмотр, консультация) врача-эндокринолога на дому;0;12500
(001) Приемы;B01.058.002;Прием (осмотр, консультация) врача-эндокринолога повторный;0;4900
(001) Приемы;B01.059.001;Прием (осмотр, консультация) врача-эндоскописта первичный;0;6100
(001) Приемы;B01.059.002;Прием (осмотр, консультация) врача-эндоскописта повторный;0;5800
(001) Приемы;B01.063.001;Прием (осмотр, консультация) врача-ортодонта первичный;0;4900
(001) Приемы;B01.063.002;Прием (осмотр, консультация) врача-ортодонта повторный;0;3900
(001) Приемы;B01.064.003;Прием (осмотр, консультация) врача-стоматолога детского первичный;0;4500
(001) Приемы;B01.064.004;Прием (осмотр, консультация) врача-стоматолога детского повторный;0;4200
(001) Приемы;B01.065.001;Прием (осмотр, консультация) врача-стоматолога-терапевта первичный;0;4500
(001) Приемы;B01.065.009;Прием (осмотр, консультация) врача-стоматолога первичный;0;3900
(001) Приемы;B01.065.009.001;Прием (осмотр, консультация) врача-стоматолога-пародонтолога первичный;0;2200
(001) Приемы;B01.065.009.002;Прием ( контрольный осмотр) врача-стоматолога пародонтолога повторный;0;2200
(001) Приемы;B01.065.010.001;Прием (осмотр, консультация) врача-стоматолога-терапевта по направлению онколога первичный;0;3500
(001) Приемы;B01.065.010.002;Прием (осмотр, консультация) врача-стоматолога-терапевта по направлению онколога повторный;0;960
(001) Приемы;B01.066.001;Прием (осмотр, консультация) врача-стоматолога-ортопеда первичный;0;2100
(001) Приемы;B01.067.001;Прием (осмотр, консультация) врача-стоматолога-хирурга первичный;0;2400
(001) Приемы;B01.067.002;Прием (осмотр, консультация) врача-стоматолога-хирурга повторный;0;2400
(001) Приемы;B01.067.004;Прием врача-стоматолога хирурга  на дому;0;11300
(001) Приемы;B02.031.001;Патронаж педиатрической сестры на дому;0;9400
(001) Приемы;B04.001.001;Диспансерный прием (осмотр, консультация) врача-акушера-гинеколога;0;3500
(001) Приемы;B04.002.001;Диспансерный прием (осмотр, консультация) врача-аллерголога-иммунолога;0;3900
(001) Приемы;B04.004.001;Диспансерный прием (осмотр, консультация) врача-гастроэнтеролога;0;3100
(001) Приемы;B04.008.001;Диспансерный прием (осмотр, консультация) врача-дерматовенеролога;0;4300
(001) Приемы;B04.014.002;Диспансерный прием (осмотр, консультация) врача-инфекциониста;0;3400
(001) Приемы;B04.014.004.001;Прием (осмотр, консультация) врача-терапевта перед  вакцинацией;0;4700
(001) Приемы;B04.014.004.002;Прием (осмотр, консультация) врача-терапевта участкового перед вакцинацией;0;4700
(001) Приемы;B04.014.004.003;Прием (осмотр, консультация) врача общей практики (семейного врача) перед вакцинацией;0;4700
(001) Приемы;B04.014.004.042;Прием (осмотр, консультация) врача-педиатра участкового перед вакцинацией;0;4900
(001) Приемы;B04.014.004.043;Прием (осмотр, консультация) врача-педиатра перед вакцинацией;0;4900
(001) Приемы;B04.015.003;Диспансерный прием (осмотр, консультация) врача-кардиолога;0;3400
(001) Приемы;B04.018.001;Диспансерный прием (осмотр, консультация) врача-колопроктолога;0;4300
(001) Приемы;B04.023.001;Диспансерный прием (осмотр, консультация) врача-невролога;0;3400
(001) Приемы;B04.025.002;Диспансерный прием (осмотр, консультация) врача-нефролога;0;3100
(001) Приемы;B04.026.001;Диспансерный прием (осмотр, консультация) врача общей практики (семейного врача);0;4200
(001) Приемы;B04.026.002;Профилактический прием (осмотр, консультация) врача общей практики (семейного врача);0;860
(001) Приемы;B04.027.001;Диспансерный прием (осмотр, консультация) врача-онколога;0;4300
(001) Приемы;B04.028.001;Диспансерный прием (осмотр, консультация) врача-оториноларинголога;0;3500
(001) Приемы;B04.029.001;Диспансерный прием (осмотр, консультация) врача-офтальмолога;0;3500
(001) Приемы;B04.031.003;Диспансерный прием (осмотр, консультация) врача-педиатра участкового;0;5000
(001) Приемы;B04.035.004.01;Профилактический прием (осмотр, консультация) врача-детского психиатра руководителя центра;0;4800
(001) Приемы;B04.037.001;Диспансерный прием (осмотр, консультация) врача-пульмонолога;0;3200
(001) Приемы;B04.047.003;Диспансерный прием (осмотр, консультация) врача-терапевта участкового;0;4200
(001) Приемы;B04.047.004;Профилактический прием (осмотр, консультация) врача-терапевта участкового;0;860
(001) Приемы;B04.050.001;Диспансерный прием (осмотр, консультация) врача-травматолога-ортопеда;0;3500
(001) Приемы;B04.053.001;Диспансерный прием (осмотр, консультация) врача-уролога;0;4300
(001) Приемы;B04.057.001;Диспансерный прием (осмотр, консультация) врача-хирурга;0;4200
(001) Приемы;B04.058.004;Диспансерный прием (осмотр, консультация) врача-эндокринолога;0;2800
(001) Приемы;B04.065.005;Диспансерный прием (осмотр, консультация) врача-стоматолога;0;2100
(001) Приемы;B04.065.006;Профилактический прием (осмотр, консультация) врача-стоматолога;0;2100
(001) Приемы;B04.070.008.001;Прием психологом пациентов с онкологическим заболеванием или его родственника, первичный;0;6200
(001) Приемы;B04.070.008.002;Прием психологом пациентов с онкологическим заболеванием или его родственника, повторный;0;5900
(001) Приемы;B15.08.01.03;Подготовка экспертного заключения (санаторно-курортная карта);0;5900
(001) Приемы;B15.08.01.04;Подготовка экспертного заключения (оформление справки для дома отдыха);0;4900
(001) Приемы;B15.08.01.05;Прием врача с оформлением  справки в бассейн;0;4900
(001) Приемы;B15.08.01.06;Подготовка экспертного заключения (справка для отъезжающих в лагерь форма 079/у);0;4900
(001) Приемы;B15.08.01.07;Подготовка экспертного заключения (форма №026/у-2000);0;7600
(002) Общие манипуляции и процедуры;A02.07.004;Антропометрические исследования;0;260
(002) Общие манипуляции и процедуры;A02.12.002;Измерение артериального давления на периферических артериях;0;410
(002) Общие манипуляции и процедуры;A02.12.002.003;Измерение артериального давления на ногах;0;450
(002) Общие манипуляции и процедуры;A05.30.014;Определение процентного соотношения воды, мышечной и жировой ткани с помощью биоимпедансметра;0;1200
(002) Общие манипуляции и процедуры;A05.30.014.001;Измерение антропометрических данных на аппарате с рекомендациями по диете;0;1500
(002) Общие манипуляции и процедуры;A05.30.014.002;Измерение антропометрических данных на аппарате;0;930
(002) Общие манипуляции и процедуры;A09.28.017.001;Определение кислотности влагалища тест-полосками;0;760
(002) Общие манипуляции и процедуры;A11.01.002.007;Аутогемотерапия;0;2000
(002) Общие манипуляции и процедуры;A11.02.002;Внутримышечное введение лекарственных препаратов;0;860
(002) Общие манипуляции и процедуры;A11.02.002.001;Внутримышечное введение лекарственных препаратов на дому;0;3800
(002) Общие манипуляции и процедуры;A11.02.002.011;Подкожная инъекция;0;860
(002) Общие манипуляции и процедуры;A11.05.001;Взятие крови из пальца;0;640
(002) Общие манипуляции и процедуры;A11.08.010.001;Получение мазков со слизистой оболочки носоглотки;0;370
(002) Общие манипуляции и процедуры;A11.08.010.002;Получение мазков со слизистой оболочки ротоглотки;0;370
(002) Общие манипуляции и процедуры;A11.12.003;Внутривенное введение лекарственных препаратов;0;1200
(002) Общие манипуляции и процедуры;A11.12.003.001;Непрерывное внутривенное введение лекарственных препаратов;0;2900
(002) Общие манипуляции и процедуры;A11.12.003.008;Внутривенное введение лекарственных препаратов на дому;0;4000
(002) Общие манипуляции и процедуры;A11.12.003.009;Введение Золадекса;0;3000
(002) Общие манипуляции и процедуры;A11.12.003.010;Внутривенное введение клафорана;0;2200
(002) Общие манипуляции и процедуры;A11.12.003.011;Внутривенное введение метрогила;0;670
(002) Общие манипуляции и процедуры;A11.12.009;Взятие крови из периферической вены;0;1600
(002) Общие манипуляции и процедуры;A11.19.011.001;Взятие соскоба с перианальной области на энтеробиоз;0;290
(002) Общие манипуляции и процедуры;A11.20.005;Получение влагалищного мазка;0;370
(002) Общие манипуляции и процедуры;A11.26.009;Получение мазка содержимого конъюнктивальной полости и слезоотводящих путей;0;370
(002) Общие манипуляции и процедуры;A14.01.003;Постановка горчичников;0;620
(002) Общие манипуляции и процедуры;A18.05.019;Низкоинтенсивная лазеротерапия (внутривенное облучение крови);0;4000
(002) Общие манипуляции и процедуры;A19.30.008;Лечебное плавание в бассейне;0;2700
(002) Общие манипуляции и процедуры;A23.30.051;Составление меню диетического питания;0;960
(002) Общие манипуляции и процедуры;A24.01.002;Наложение компресса на кожу;0;640
(002) Общие манипуляции и процедуры;B01.070.001;Медицинское освидетельствование на состояние опьянения (алкогольного, наркотического или иного токсического);0;860
(003) Манипуляции общехирургические;A06.30.022;Маркировка злокачественной опухоли рентгеноконтрастной меткой ( 1метка );0;10900
(003) Манипуляции общехирургические;A11.01.001.001;Диагностическая панч-биопсия;0;7100
(003) Манипуляции общехирургические;A11.01.010.004;Лекарственное обезболивание при травмах;0;1600
(003) Манипуляции общехирургические;A11.01.010.005;Введение дипроспана в келлоидный рубец;0;4400
(003) Манипуляции общехирургические;A11.02.001.001;Биопсия тканей;0;2900
(003) Манипуляции общехирургические;A11.02.002.002;Паравертебр блокада новокаином и гидрокортизоном;0;9500
(003) Манипуляции общехирургические;A11.02.002.010;Паравертебр блокада новокаином;0;7100
(003) Манипуляции общехирургические;A11.03.001;Биопсия кости;0;10200
(003) Манипуляции общехирургические;A11.04.004;Внутрисуставное введение лекарственных препаратов;0;5500
(003) Манипуляции общехирургические;A11.04.004.001;Внутрисуставное введение лекарственных препаратов Новокаин;0;2700
(003) Манипуляции общехирургические;A11.04.004.003;Плазмотерапия при лечении заболеваний суставов;0;11600
(003) Манипуляции общехирургические;A11.04.006.001;Ортокин-терапия при патологии позвоночника (1 процедура);0;35300
(003) Манипуляции общехирургические;A11.04.006.002;Ортокин-терапия вертеброгенного болевого синдрома под УЗ контролем со стоимостью препарата (1 процедура);0;35300
(003) Манипуляции общехирургические;A11.04.006.003;Ортокин-терапия суставов (1 процедура);0;35300
(003) Манипуляции общехирургические;A11.04.006.004;Абонемент на ортокин-терапию суставов (курсовое лечение 6 процедур);0;149000
(003) Манипуляции общехирургические;A11.04.006.005;Абонемент на ортокин-терапию при патологии позвоночника (курсовое лечение 6 процедур);0;149000
(003) Манипуляции общехирургические;A11.06.002;Биопсия лимфатического узла;0;3700
(003) Манипуляции общехирургические;A11.06.003;Пункция лимфатического узла;0;3700
(003) Манипуляции общехирургические;A11.06.003.001;Чрескожная диагностическая пункция с УЗ-наведением;0;3000
(003) Манипуляции общехирургические;A11.07.013;Пункция слюнной железы;0;3700
(003) Манипуляции общехирургические;A11.09.002;Биопсия легких при бронхоскопии;0;3400
(003) Манипуляции общехирургические;A11.09.010;Получение материала из нижних дыхательных путей и легочной ткани;0;3400
(003) Манипуляции общехирургические;A11.22.002;Пункция щитовидной или паращитовидной железы;0;3700
(003) Манипуляции общехирургические;A11.30.024;Пункция мягких тканей;0;3700
(003) Манипуляции общехирургические;A11.30.029;Медикаментозная блокада болевого паттерна (тригерной точки/зоны);0;10000
(003) Манипуляции общехирургические;A11.30.032;Аспирационная биопсия;0;1500
(003) Манипуляции общехирургические;A15.01.001.001;Наложение повязки при ожогах;0;8600
(003) Манипуляции общехирургические;A15.01.001.002;Наклейка;0;400
(003) Манипуляции общехирургические;A15.01.001.003;Наложение асептической повязки малой;0;1400
(003) Манипуляции общехирургические;A15.01.001.004;Наложение асептической повязки большой;0;1800
(003) Манипуляции общехирургические;A15.01.001.005;Hаложение лекарственной повязки(мед.сес);0;1400
(003) Манипуляции общехирургические;A15.01.001.007;ПХО осложнен. ран более 4-х см без ушивания;0;14600
(003) Манипуляции общехирургические;A15.01.001.008;Снятие кольца с пальца без рассечения металла;0;6900
(003) Манипуляции общехирургические;A15.01.001.009;Снятие кольца с пальца c рассечением ткани;0;6900
(003) Манипуляции общехирургические;A15.01.001.010;Скрепление краев раны без наложения швов стерильным пластырем;0;1700
(003) Манипуляции общехирургические;A15.01.001.011;ПХО осложнен.ран до 4-х см без ушивания;0;11800
(003) Манипуляции общехирургические;A15.01.001.012;ПХО раны до 4-х см без ушивания;0;10100
(003) Манипуляции общехирургические;A15.01.001.015;Наложение повязки при обширных ожогах;0;11000
(003) Манипуляции общехирургические;A15.01.001.016;Перевязка послеоперационная чистая;0;2300
(003) Манипуляции общехирургические;A15.01.001.017;Наложение марлевой повязки Дезо;0;6400
(003) Манипуляции общехирургические;A15.01.001.018;ПХО раны более 4-х см без ушивания;0;12300
(003) Манипуляции общехирургические;A15.01.001.019;ПХО осложненных ран до 4-х см без ушивания (экстренная);0;15800
(003) Манипуляции общехирургические;A15.01.001.020;ПХО осложненных ран более 4-х см с ушиванием (экстренная);0;21400
(003) Манипуляции общехирургические;A15.01.001.021;Диагностическая пункция внутренних органов с УЗ-наведением;0;5000
(003) Манипуляции общехирургические;A15.01.001.022;Лечебно-диагностическая пункция кист брюшной полости с УЗ-наведением;0;6000
(003) Манипуляции общехирургические;A15.01.002.003;Наложение повязки при гнойных заболеваниях кожи и подкожной клетчатки малых;0;3400
(003) Манипуляции общехирургические;A15.01.002.004;Наложение повязки при гнойных заболеваниях кожи и подкожной клетчатки больших;0;5100
(003) Манипуляции общехирургические;A15.03.002.002;Наложение фиксирующей повязки;0;1700
(003) Манипуляции общехирургические;A15.03.002.003;Транспортная иммобилизация при травмах;0;4200
(003) Манипуляции общехирургические;A15.03.003.001;Hаложение асептической марлевой повязки (мед.сес.);0;1200
(003) Манипуляции общехирургические;A15.03.003.002;Наложение подкладки под гипс из трубчатого бинта;0;700
(003) Манипуляции общехирургические;A15.03.003.006;Наложение малых гипсовых лонгет;0;6600
(003) Манипуляции общехирургические;A15.03.003.007;Наложение больших гипсовых лонгет;0;9700
(003) Манипуляции общехирургические;A15.03.003.008;Наложение гипсовой повязки Дезо;0;10200
(003) Манипуляции общехирургические;A15.03.003.009;Наложение малых полимерных лангет;0;9300
(003) Манипуляции общехирургические;A15.03.003.010;Наложение больших полимерных лангет;0;15000
(003) Манипуляции общехирургические;A15.03.003.011;Наложение малой циркулярной гипсовой повязки;0;5600
(003) Манипуляции общехирургические;A15.03.003.012;Наложение большой циркулярной гипсовой повязки;0;13500
(003) Манипуляции общехирургические;A15.03.003.013;Наложение малой циркулярной полимерной повязки;0;10000
(003) Манипуляции общехирургические;A15.03.003.014;Наложение большой циркулярной полимерной повязки;0;15000
